20160616,헐 진짜 나와?? 기대된다 진짜ㅋㅋ  
20160518,2019년까지 살아야 할 이유가 생겼다  
20160425,"괜찮아, 시간 빨리간다  "
20160322,크아... 2019년 아직도 한참 멀었네...  
20160310,시즌1이 2004년에 했는데 개봉이 15년만에 하네...  
20160215,기대합니다^^ㅎㅎㅎㅎ  
20160121,디즈니 픽사의 작품은 빨리 보고 싶습니다.  
20160114,무슨 일이 있어도 꼭 본다!!!  
20160106,아 왜 개봉일미뤄지냐고 2019년까지 어케기다리라고  
20151229,진짜 몇년을 기다렸는데ㅠㅠ 진짜기쁘다 개봉하면꼭 보러가야지!!!  
20151115,얘네들 마블에 합류 않하나요?  
20151026,오! 겁나기대중!!! 1편 보자마자 2편 안나오나기다렸던 작품인데 감독이 브래드버드라니..! 왕 기대중..  
20151010,진짜 투모로우랜드는 왜 연출했나 싶음.. 브래드 버드 감독의 필모지에 오점만 남긴 영화.. 그래도 인크레더블2로 다시 돌아와서 다행이네요.  
20150927,"브래드 형님 10년간 외도하면서 라따뚜이, 미션임파서블같은 걸작  만든 거 잘 하셨으니 이제 전편을 능가하는 제대로 된 속편도 만들어주세요. 기대합니다.  "
20150813,드디어 인크레더블2가나오는구나 재미있겠다 궁금하다  
20150705,이 영화를 엉화관에서 보고있었을때가 6살이었는데 인크레더블2를 볼 때 쯤이면 나는 수능공부를 하고있겠네요ㅎㅎ  
20150701, 나의 동심을 알록달록 컬러풀한 행복으로 채워줬던  인크레더블이 내년에 2탄으로 나온다니.. 그 때의 행복했던 감성을 아직도 잊을수가 없다.  
20150624,라따뚜이와 미션임파서블4 연출한 분이 감독이라는거죠? 그러면 대박일텐데..  
20150615,이거 20번은 더봤다 10년넘게 기다렸다와 감격  
20150605,"1편이 거의 완벽한 수준이어서하지만나는2편도 클라스를계속 이어갈것같다토이스토리1,2과함께 최고의애니매이션  "
20150531,와 이거 드디어 나오네; 마지막에 속편 떡밥만 주고 조용하더니만  
20150530,제발 속편이 나오길 바랬던 영화 중 하나였다... 10년 기다린 보람이 있구나ㅠㅠ  
20150529,그렇다. 이것은 명작이다.  
20150529,인크레더블 헐크 2인줄 알았다 추천..  
20150515,드림웍스 디즈니 픽사 20OOO 죽음에 조 탄생 예고 프로즌2 vs 드래곤길들이기3 vs 인크레더블2  
20150515,드림웍스니 디즈니니 해도 역시 픽사가 최고지..라따뚜이 인크레더블1  감독이라면 1을  뛰어넘는 시리즈물이 나올 듯  
20150503,진심이건꼭봐야되 감사합니다 어렸을때부터 이것만봤어요♥♥♥♥  
20150428,"마블, DC히어로물 뺨치게 매력적인 히어로 애니메이션!!!  "
20150427,올레티비로 방금보고 왔는데2004년의 내용과 그래픽이라는게 신기하다 속편 빨리 나왔으면  
20150330,하.... 진짜 인크레더블 20번은 넘게 봤다... 사랑합니다  
20150324,와ㅠ 몇년을 기다렸는데 이제 나오다니ㅠ  
20150322,과연속편의딜레마를깨부실수있을까 2016년이벌써기다려진당  
20150322,최근에 인크레더블 봤네요~ 10년전에 만들었다니;;ㄷㄷㄷ 2편은 꼭 극장가서 볼꺼에요!!!!  
20150321,내가 아는 그 인크레더블????그 픽사의 인크레더블???  
20150316,나오면 꼭본다!!!!  
20150311,아....드디어 나오는구나...ㅠㅠ 진심 꼭봐야지  
